id,created_date,active_date,expiration_date,unit_retail,unit_cost,uom,product_key,supplier_key
ab0bf7852b1e478e9d5cffc0eab08ed7,1202279611,359256103,455970941,222.76979511726427,218.71777971115785,Case,520f78d3571d4d508384ff8bfeb549f8,c15ea2b424be4e91932fcfa91f590bd3
0fb4879b05f14bb89b95d7086eaac5f5,527867037,5076656,1036418449,368.5667337530112,75.72146609052578,Pallet,a8ae5372cc54421095083287af4c66d5,c15ea2b424be4e91932fcfa91f590bd3
b55436a744a74c4090c9aa5b0915e0f8,1086943841,553270577,291953568,75.1883761598123,33.657237232725286,Case,0bfa5723e22b4cd1b4863fc8d9451ad1,c15ea2b424be4e91932fcfa91f590bd3
8dba2ef5aed34060b452ca69e9a0c215,596445413,636825536,1460961375,425.86734304776115,314.9829602351363,Kit,e28c316e57cd429f9a4d3ebc7e890234,c15ea2b424be4e91932fcfa91f590bd3
f936048fa25a4ca0a355a7d31f9018a9,1263995831,504765025,1120882827,481.5479123267167,81.93269931131175,Box,bdcc2d4d19fa4f37aaaff50ddeb5d3b4,9a1daee8dd934f9a8b7da73274711d1c
6eae494b4fe244739666243b99034473,616442353,746859885,671898857,9.893752630942453,6.616563236186223,Case,4d187da9763b4e5ba06627f584327092,9a1daee8dd934f9a8b7da73274711d1c
b80d6f048422477fb8ba9d82debf2ad9,206728004,204857724,646827461,333.845991064015,60.5850502911204,Box,687a5b9ac9e647c392acd457ef8988d9,9a1daee8dd934f9a8b7da73274711d1c
64b0b33f87aa4b53a774662b861782b4,830521105,512696248,263293866,128.21987528172616,109.16120643442511,Kit,243431cb508840d8884e0df058f08455,9a1daee8dd934f9a8b7da73274711d1c
303728429226492b8d9c622d63da730a,1027684671,1171339411,775034737,257.69563140828484,123.67426620426912,EA.,ce899ae52e484857988430f3ec2e7bb1,9a1daee8dd934f9a8b7da73274711d1c
25e3428cde694b7da219165e21977f1a,405685766,575433634,1400697001,442.54260448732026,233.40748394470094,EA.,de32fd244f6647a7b9037caadedbd04d,9a1daee8dd934f9a8b7da73274711d1c
16aee167dc8d4b1583bf4d40fe46dccb,1093189040,374422103,1125642732,126.07480441210163,22.88439623937768,Kit,501ee35d92b24a568e0ca6243031ffa0,9a1daee8dd934f9a8b7da73274711d1c
5e05fe1f33d744b484c9e5b08efe6f53,1480600458,875474332,1571266054,55.723473682786796,22.24532870266009,EA.,77bb36d4c76b43ecacf373bb9bbb0682,9a1daee8dd934f9a8b7da73274711d1c
92e2ed1a3bad421f977ed122b61599db,1563004752,856262173,1094361034,435.34037726443415,181.70826360433793,Case,b94c77f979c042dc9b0a63b149774651,9a1daee8dd934f9a8b7da73274711d1c
31d9cc0542a74809947e04c8b071e81d,77802789,1564338230,877037980,41.98803617473273,2.3825030118228057,Pallet,2e299bfe71894efe96adc6a5a312743b,9a1daee8dd934f9a8b7da73274711d1c
06b13785adf94740b01e63003cab50a8,658992958,670819291,1253575136,448.62492305903567,421.0298289586153,Pallet,c3ed8ea3535741c2aa580929d893b5c2,9a1daee8dd934f9a8b7da73274711d1c
634e001951194c1ea69118b7814ce55a,166558601,1525574141,656084582,24.70736805269305,11.085394473334743,Pallet,61d9d90a13464f458be8e4a9f3edc349,9a1daee8dd934f9a8b7da73274711d1c
292aeb6d1f014bbc81f4d208554f144e,1302665530,674624156,1144117255,258.1145007396548,168.0160452584234,Box,9f39a48458e84c5ca7d0756b9fbe0fd5,9a1daee8dd934f9a8b7da73274711d1c
12eaaf57e4c048ec842dfc778358f5ba,472127628,1088343030,137306308,205.9164930364197,132.98677309420276,Case,4873696561a947a3ae5d1afe6a3f8ea0,9a1daee8dd934f9a8b7da73274711d1c
93d6215d7181481d8b4cf6f70fa11131,1554212332,932984934,907686448,64.7712043773966,51.190266506267015,EA.,4d9d6316aba24f93a36e1402d633eed9,9a1daee8dd934f9a8b7da73274711d1c
2ebf906d3c9242e0b8258eae78f83fa1,504559699,188643409,1054939516,410.65214208218356,336.34655454589205,EA.,7e32ae2f278541728bfa2308d6bc5644,9a1daee8dd934f9a8b7da73274711d1c
b4c53403d187462a96091a1965b3059d,1127592016,1271971312,657288824,456.6829655459395,280.91580561634623,Pallet,ce899ae52e484857988430f3ec2e7bb1,9a1daee8dd934f9a8b7da73274711d1c
70e6cc51ae1d4ca391b1d5e486cacfd5,373184113,660229417,151184674,410.32328829388,220.76246338034005,Case,2e299bfe71894efe96adc6a5a312743b,9a1daee8dd934f9a8b7da73274711d1c
7f492dab34264111bbcf093b903e6dcd,1347158751,21856349,1068187546,127.54351826377194,77.38306525244181,EA.,bb67c833dce144d9a3782234c13d887f,9a1daee8dd934f9a8b7da73274711d1c
a3139f3fcf5747649d76bfd204329922,1205390621,655342054,898659486,221.01020843925468,169.63002872007075,Box,1f53b7eecac941d2b71122e6f708dfe8,9a1daee8dd934f9a8b7da73274711d1c
b12cf8ce28b04e85bec504ee96a76203,290286761,1059436004,1378917734,125.51600040853548,110.07586859864563,Box,674eb4ee5de04f3c93bf6ccf71182efd,9a1daee8dd934f9a8b7da73274711d1c
254d11f8d79e44ec9ceb6729a9cc0d58,1232476415,499430887,501882907,230.07106366734553,88.31051433162492,Box,00aff3726f8743548f4010b02fdb3d22,9a1daee8dd934f9a8b7da73274711d1c
709a862c5cab409096d46739e040720c,1453315594,1352882166,723480707,96.44628745192155,84.27301846821187,EA.,ce899ae52e484857988430f3ec2e7bb1,9a1daee8dd934f9a8b7da73274711d1c
83ee8d56a3924c669d764f3e9dde1ad2,1147057664,44120798,1407219867,145.08721092380858,1.4976769892198263,EA.,b6b3f3be94214c3f8c00426232063d58,9a1daee8dd934f9a8b7da73274711d1c
aa07eaede7bb4a479b7de4b630dcad11,768324480,1353729652,386748076,229.00623421564288,218.39547821949233,Kit,17da671b95cc4a6ebdd32548fac4f057,9a1daee8dd934f9a8b7da73274711d1c
68ed394b089244e2a9187277e90467c1,877295678,984052183,1217675648,209.82977566161108,24.434006196114268,Kit,fdfb2ff109b64b77a5780d93f05dc934,9a1daee8dd934f9a8b7da73274711d1c
f4c4b021b9e64f1e9af48173ed9e57d2,585893623,761002224,1053026872,156.924647364354,61.91665253649394,Pallet,3f7753e305744eeb976032af8e2c1674,a14385f4bc65489da0b560f547c7bce0
ea5eb236806c49a3a4826a115266b382,676105292,974293648,820936324,16.13069699472592,4.427085394582694,Kit,0fe4b62d3931473d808c249f35a6694f,a14385f4bc65489da0b560f547c7bce0
b9041bd384f04e34b9df8cfc8e5de80f,1325292782,948837088,1538641098,156.05891097282304,6.400865820411241,Kit,7e32ae2f278541728bfa2308d6bc5644,a14385f4bc65489da0b560f547c7bce0
4201809e7a13404cbb1cbdb0f9188b14,335036930,686476409,877638571,217.36241326772185,134.0885585522997,Case,f5c07e659a7d4d96bd7f939285a7b539,a14385f4bc65489da0b560f547c7bce0
877cdc7be34f4bf7b9b813606a23ffb3,293229269,57000727,54356663,322.87522193637926,267.38207652633884,Kit,b6526fcb36904b3dbd323e0d056f8f84,a14385f4bc65489da0b560f547c7bce0
5aa863e5ac08477e823e2974dd5fc705,1264541500,151335368,623504344,262.4865392664924,170.4684630048681,Case,738aeb8720dd49429ac1221aacd5af92,a14385f4bc65489da0b560f547c7bce0
91a593824c7f4eef8fcb24605a361eab,736009631,860762970,1031417096,244.47963484758642,72.90987311022982,Box,fca4b100405845029f0406af427edb60,a14385f4bc65489da0b560f547c7bce0
6af70627f5e844a7aa98aaa62133201e,471738239,925212593,327579506,90.57538244040948,69.64085505133886,Box,b94c77f979c042dc9b0a63b149774651,a14385f4bc65489da0b560f547c7bce0
99c258b05d9f454c99f5d69b0f472d71,1141253514,584446528,604227922,380.2113962925284,133.57137705845912,Box,d18473e7b13744f695f01447575bbff2,a14385f4bc65489da0b560f547c7bce0
2d3232ab95434b73b7b75cfde3330e4c,844043549,1526855352,1274597204,25.412068433213413,24.335659897465554,Box,7f58a63ca02d4c41b28c481449af246f,a14385f4bc65489da0b560f547c7bce0
3ae7a85df38946dd92b752d6fdf70e2a,166538297,724802152,698210505,88.04166948071651,13.342648937536907,Case,687a5b9ac9e647c392acd457ef8988d9,a14385f4bc65489da0b560f547c7bce0
d78fccb7d21b41eb84f6da4f833308a8,1452680002,1285482471,1327822393,14.83036011744381,9.445126443292452,Box,4d9d6316aba24f93a36e1402d633eed9,a14385f4bc65489da0b560f547c7bce0
3360aca305184f4a9482876030557601,1354807346,1251974799,1463864858,148.79314079601517,18.812145349912072,EA.,372cc78730564184ae9e83edb5a6a2ee,a14385f4bc65489da0b560f547c7bce0
519e8ed842874d1b9035947a32e80b9a,686824616,1396061344,800404148,180.8269725922858,93.59224665534967,Case,81a5b57e8c04424b8f5d188f15e24e85,a14385f4bc65489da0b560f547c7bce0
6b8f024a22594491ac4dc167a5ebb655,471681183,886510117,535332269,478.31004205416315,111.26882202060409,Pallet,687a5b9ac9e647c392acd457ef8988d9,a14385f4bc65489da0b560f547c7bce0
77358347b83746ca9910cfbc97dc6481,1242069541,1177771756,1316647861,462.7421009057208,258.3862906412677,Kit,6e9ce185e36d442782f0058aeb9ee010,a14385f4bc65489da0b560f547c7bce0
b71ee08f93bc47deb98eb59835bd6a2a,452343052,471406805,709076778,377.26741624214594,22.782513706762757,EA.,c97c4460f8c5444c886687cffe3633b0,a14385f4bc65489da0b560f547c7bce0
ba270c42272f4ad5a66b92d25925feec,1531686191,960420251,939294784,117.14454980338115,33.27804548538893,Case,3f7753e305744eeb976032af8e2c1674,a14385f4bc65489da0b560f547c7bce0
389812175a764a28b0d4e840e0e3111c,1411098329,1036798424,510647578,311.16401915992094,73.17150208774896,Case,4c6e0b2d51a44191b3d74b0867095b94,a14385f4bc65489da0b560f547c7bce0
56f8011711ce4d82b6c8e95706f8ede3,617377192,557959271,159776782,156.47678663353383,72.45706870436806,Box,1f53b7eecac941d2b71122e6f708dfe8,a14385f4bc65489da0b560f547c7bce0
7e75407f33f94a10ae34dfd7b0d9dfee,441471524,490920832,1195020565,173.52738408728433,84.21223860032073,Case,c1efc2f1ee7940fb843a3ef734daae6b,a14385f4bc65489da0b560f547c7bce0
c67654f5f9204c1ab55c214c213390da,624083523,335180352,972721442,20.836904028030585,6.300522648568478,Case,eb6cacf34d1f423c8730c77c4c6c845d,a14385f4bc65489da0b560f547c7bce0
b28052a0a5aa479db1e0114fd1744b28,424672133,1198186690,305378518,76.13517893444315,68.31534623611505,EA.,fdfb2ff109b64b77a5780d93f05dc934,a14385f4bc65489da0b560f547c7bce0
46faa37ae824419a85ab6f8d0a300545,76550712,1094270441,329989329,33.93538067402431,15.093942687967537,Pallet,0e334d3d220e4c9d83d8c39534049829,a14385f4bc65489da0b560f547c7bce0
0c62050a9b7f4acc8434e1e8aaffd4b8,38131222,960764310,309327127,231.908509262228,125.20902152250264,Pallet,6e752675c611462cb236da7f020fd8dc,a14385f4bc65489da0b560f547c7bce0
7649846913244a0282ed12ffaa5074ad,1080861901,977012094,1160283205,234.27768141317674,103.4803940135728,Box,d8dec22e1b8e451699216f95cea0858d,6ffaa1a3963e4071b5f34509ecb433ba
23cc1c00bd81410c9c52cb16fd34075d,598888867,1354684816,539014980,118.46109550282317,118.16982106967095,Case,d8dec22e1b8e451699216f95cea0858d,6ffaa1a3963e4071b5f34509ecb433ba
b2a7faa9192f473a9978933391d0580e,959053970,1471749776,139789849,288.76416147273886,78.29966833631917,Box,92a896a59649416c8a85262df5d3fa9e,6ffaa1a3963e4071b5f34509ecb433ba
f285bf771e2c45cb857201aec6bb6ba0,1086072091,54567155,57617553,422.1950027112159,359.84714691205,Case,77bb36d4c76b43ecacf373bb9bbb0682,6ffaa1a3963e4071b5f34509ecb433ba
906d84031c3c4855a293530c7a261ea0,776994948,918704059,892848465,435.52866673794233,52.32320971024791,Kit,537d8a842ecb46899dcb909b9c7cf3e1,6ffaa1a3963e4071b5f34509ecb433ba
42cb5c8b921145e69e44791feae192d6,744580288,501024051,1288793017,151.6281693547762,102.85486109810249,Case,f5c07e659a7d4d96bd7f939285a7b539,6ffaa1a3963e4071b5f34509ecb433ba
9819678aacf6425f909e1929508153ce,1125455419,1062275490,1405617748,189.27574893147965,87.48899011950927,Case,92a896a59649416c8a85262df5d3fa9e,6ffaa1a3963e4071b5f34509ecb433ba
cc96be2c052247dba0bf6a6a00ebbc12,1193031635,474560676,1118901558,181.3413498600042,63.45355608469743,Kit,537d8a842ecb46899dcb909b9c7cf3e1,6ffaa1a3963e4071b5f34509ecb433ba
9f9af171296e4416b5d4ba0f354d1e56,381859661,1094294236,1317681183,452.1727355900925,61.682424946975004,EA.,eb6cacf34d1f423c8730c77c4c6c845d,6ffaa1a3963e4071b5f34509ecb433ba
6455a85247624b45915a8f1ea96b21d7,1229616758,1164771631,1312025129,142.60126827501034,31.148538245809277,Pallet,d324a6930b41455195f4cb8cda07d39b,6ffaa1a3963e4071b5f34509ecb433ba
22f5735511d440f9a71ae787f2f0eb7c,888351789,1216403395,204322800,122.73757843616879,85.29443763528703,Kit,687a5b9ac9e647c392acd457ef8988d9,6ffaa1a3963e4071b5f34509ecb433ba
8786903edd6043e1aa560686ae60fe9b,1116416124,15512638,1279426970,29.19013622817542,0.6987741534880847,EA.,bb67c833dce144d9a3782234c13d887f,6ffaa1a3963e4071b5f34509ecb433ba
824a269cb3cc4fe8b417d5fcdb7f5e6c,964382335,1334159286,1225460331,185.0149413071139,126.78509446442835,Case,b94c77f979c042dc9b0a63b149774651,6ffaa1a3963e4071b5f34509ecb433ba
f19ad363f6034d30ad72c61f6368adda,927792201,1469114098,416281437,430.22441890971623,38.51094702875798,Case,eb6cacf34d1f423c8730c77c4c6c845d,6ffaa1a3963e4071b5f34509ecb433ba
c7fe481b9a974fbf950467ec988833db,1549560358,437263602,1467662963,295.75325118642047,277.5080241211962,Box,a8ae5372cc54421095083287af4c66d5,6ffaa1a3963e4071b5f34509ecb433ba
a07b595dd3174f2b8b13359146f4fa70,53130515,125475793,691248599,461.83645562033047,181.18074120280625,Box,61d9d90a13464f458be8e4a9f3edc349,6ffaa1a3963e4071b5f34509ecb433ba
b8e81116f45544e5bccf8c907ebffcb9,1461067625,1462520526,875828917,29.54512603183987,22.77798403474658,Box,2150167cfe4f473fbd18ff0a7e87102a,6ffaa1a3963e4071b5f34509ecb433ba
324145d9c2d842b296858c9958c17c06,781711122,1169878283,1449316276,104.68763136599266,100.18459303895231,Kit,9145fc7ea86848d3b7d4cd84318c1b39,6ffaa1a3963e4071b5f34509ecb433ba
1cc91200a49c47ee91e55a425e94bab4,743965058,325520151,1241844584,198.30523123788677,174.40032859841966,EA.,76c93ccd8cd54d64aad961e4ca8722bb,4a5cef91dd7442fc8d8adb84d6063063
f50c42573939486eaacdfd07ce3aea8f,75281133,239478401,1267663116,98.83017278421903,85.34387944719766,Box,43144835a6d8440390a13687e2544d72,4a5cef91dd7442fc8d8adb84d6063063
e422aed53ac84c9ea3af6f44b535ab0b,630943521,141962013,927116129,367.6558447327618,176.43565703248322,EA.,6a2a8b1cb3374fafa09184b0bd79f813,4a5cef91dd7442fc8d8adb84d6063063
262632012c21409d860fe46ba2f4626e,874083450,14117100,390413300,371.39845672226113,89.98557722747199,Kit,76c93ccd8cd54d64aad961e4ca8722bb,4a5cef91dd7442fc8d8adb84d6063063
04170001b77843b3a3f42706fd96a742,1059717247,1353692981,957241937,87.8292420748322,59.58202857081799,Box,372cc78730564184ae9e83edb5a6a2ee,4a5cef91dd7442fc8d8adb84d6063063
1240c4910409429fa5471951ded4a02e,977612620,950436626,16681967,256.04682925232345,125.67837451371193,Pallet,7f58a63ca02d4c41b28c481449af246f,4a5cef91dd7442fc8d8adb84d6063063
b74b283535094acfa730c791c6cbe395,64336437,711706707,155779774,340.02514671911473,71.26842102531663,Box,8163d17a4609452392fdbc3a75596621,4a5cef91dd7442fc8d8adb84d6063063
eabea1904f8e4742b8f3455effa2eb03,799400485,1281821862,216974779,185.2282356505523,160.55611096900785,Case,0e334d3d220e4c9d83d8c39534049829,4a5cef91dd7442fc8d8adb84d6063063
49e65fc7a21f4e29a28757123c99240f,1524904195,1108589035,1300948292,203.3795643766047,146.72000013123017,Kit,88b170cb89ef4ccb87da1338c56df551,4a5cef91dd7442fc8d8adb84d6063063
411c5d4ccc1b4208bfa2de30f334c935,1411345517,35963646,895675896,239.35840579685325,189.40336389378507,EA.,6e752675c611462cb236da7f020fd8dc,4a5cef91dd7442fc8d8adb84d6063063
159ccb381ebf4096ba5f5c934077edc7,750395729,975561114,981901685,473.4830744617773,222.2624491033851,Box,db551005ee324be089df6fb617af2417,4a5cef91dd7442fc8d8adb84d6063063
ba0702c97a4d42faa2dfd405df1527c1,669336468,453988414,21514218,361.588989486371,24.7854751555534,Kit,6e9ce185e36d442782f0058aeb9ee010,4a5cef91dd7442fc8d8adb84d6063063
040409f3702a41938fd0fdb67f447e06,1200002520,856319697,22925628,475.1844207045769,217.4791844570117,Case,bb67c833dce144d9a3782234c13d887f,4a5cef91dd7442fc8d8adb84d6063063
26ed145bd2a74f09a3645fa99ed4eb76,546248242,240391594,1070572946,290.26873843131636,271.67502647587855,Case,501ee35d92b24a568e0ca6243031ffa0,4a5cef91dd7442fc8d8adb84d6063063
396c2138100b4082bfcb49477d7f3366,226261348,1385286774,944929127,142.84279654751518,67.35982655249045,Pallet,d324a6930b41455195f4cb8cda07d39b,4a5cef91dd7442fc8d8adb84d6063063
72ff95f9c1cd4fc5af343c210e8ee7b5,274662473,71393042,977321072,230.43861966582006,92.7932756333924,Case,bb67c833dce144d9a3782234c13d887f,5c17110259294e92b2b93a7f1b2a6e3c
4ad8754269f5480e954e1f1497b729b3,229669132,884526448,620245923,447.5545648968349,137.17578102072014,EA.,0543e96d7c2947d2b54a560796b1c284,5c17110259294e92b2b93a7f1b2a6e3c
5d14c974ac65448f84b86cd61250fe62,357754131,60584690,824825152,301.52057734851326,87.6610466750421,Box,7e32ae2f278541728bfa2308d6bc5644,5c17110259294e92b2b93a7f1b2a6e3c
05a6b1465cc042af81b159f69e4ac8db,938420026,1419103258,963774235,104.34938180111403,23.742558757851597,Box,e2b6eab623cc432396309711c9e7318d,96dca214d0be49e49a2f2ba815f4e439
9d2c3358053d49a78a4bcffdc8db0c50,454845466,1471721566,1458156142,367.80983976992934,198.67994006219115,Kit,f5c07e659a7d4d96bd7f939285a7b539,96dca214d0be49e49a2f2ba815f4e439
a5b601086c244236b5c819cae5e00c57,3823350,1522468695,835741678,385.2246612011917,278.4463212877533,EA.,19de675da674493a95044a1e1241992f,96dca214d0be49e49a2f2ba815f4e439
66c03acdce7f453abc951a52df420a6e,832193703,1368107007,850591504,191.76549219742407,19.670433304953463,Pallet,a20b297e3f2d43268d037ce444f679d2,96dca214d0be49e49a2f2ba815f4e439
f8ec09dcf47f465a80d280613ec48b38,481528897,330450242,653861511,334.3443302098498,166.14798220957857,EA.,c736573f6d8f469ab879bc0e0d919b58,96dca214d0be49e49a2f2ba815f4e439
9acf7c39d97340a882380c5d24087d5e,1482315482,38705772,1391540541,299.8831049904024,279.06510448446363,Kit,0bfa5723e22b4cd1b4863fc8d9451ad1,96dca214d0be49e49a2f2ba815f4e439
88ec188c37a7466bb78aaf4ef006b42a,1429834895,1069685430,610536227,461.2271821362109,222.1319872735255,EA.,77bb36d4c76b43ecacf373bb9bbb0682,96dca214d0be49e49a2f2ba815f4e439
341bd9127b2c4e6d846ddacb7857799e,570958017,533276937,375618473,50.48058248737836,31.9692783577689,EA.,30a8106a342244b6a6e59370fc1d793f,96dca214d0be49e49a2f2ba815f4e439
6a919c0246b2450a877185b5a6d8fed6,601510158,422265515,1031518940,162.05496699140636,67.08620706924229,Case,e28b7ef3579f42be92f10ea51c03a068,96dca214d0be49e49a2f2ba815f4e439
1459da98d9ca414db6c861676ea5c62a,123444740,18318660,1258229166,294.83649106111613,238.39790095803906,Box,4873696561a947a3ae5d1afe6a3f8ea0,96dca214d0be49e49a2f2ba815f4e439
c9202318a68b45b080415924b388d414,196441391,1082214076,593617845,88.48495264252557,84.24763028679882,Kit,da80eb4711244db4a15bea284c6b9321,96dca214d0be49e49a2f2ba815f4e439
8d3999f4aaf443489ddd51c5ccbac48a,512208449,1360106428,861701596,209.58660691633145,5.441801333342539,Box,b079b6b431424e8a8f9fc08096373c85,96dca214d0be49e49a2f2ba815f4e439
66358c95b35449978e5cce3d6ccf6d9c,1522642439,1297313166,435251101,80.3306032197529,4.440990233760687,Pallet,f9a651c0e40c435ba1c878e7283a5a9d,96dca214d0be49e49a2f2ba815f4e439
5bf660246c674905950f5372877702c8,110627041,618672311,907662130,220.17110470244958,12.79933346723277,Pallet,8163d17a4609452392fdbc3a75596621,96dca214d0be49e49a2f2ba815f4e439
6df40063119341409c0c4dcbcddc86b0,887392242,12548804,268702205,237.346817377614,12.358845521879543,Case,8525028f053c41fd807b663dc2e89a8e,96dca214d0be49e49a2f2ba815f4e439
cff8e4ac8ea34ad09bab39f43d9d4058,1222272118,858882816,590896130,269.51970809011294,122.99729664262057,Pallet,8c90cea328b5488e8e4777d6e5051f67,ad24ebb9f9e747518f93625e0efd6bc6
31b3879a24f449fbbe372dbfae22f7b0,306614314,1134396777,867553575,96.53466980015519,53.895725834194025,Box,d2520e0de46744adae76f435fc41aa0c,ad24ebb9f9e747518f93625e0efd6bc6
48efae910c5549e2b491d355e62633a0,148286656,516629435,988690629,130.41684763015462,58.93776322181243,Box,6e752675c611462cb236da7f020fd8dc,ad24ebb9f9e747518f93625e0efd6bc6
c791c490f71e463689adf52d320cbd8a,614415312,828535310,674792920,209.65375619055325,187.81867268283656,Case,9355d853c8bd4337ae8dd5a3680bb979,ad24ebb9f9e747518f93625e0efd6bc6
1b10837b3add44f0b0aa15b7460efa03,534414327,1189365420,143571572,246.45452144738795,13.02449601365086,Case,b079b6b431424e8a8f9fc08096373c85,ad24ebb9f9e747518f93625e0efd6bc6
95c29c19fb7a408d92f1c6287cfa75e2,1473380003,1271449307,1355123456,363.89884995459107,22.589997837177233,EA.,738aeb8720dd49429ac1221aacd5af92,ad24ebb9f9e747518f93625e0efd6bc6
59c8bad064a34471854d85c1585a64dd,212999880,574571470,1120062513,327.3261578595406,276.6233558708467,Kit,19de675da674493a95044a1e1241992f,ad24ebb9f9e747518f93625e0efd6bc6
74430d5b432943a38e31e00d03843620,1509624647,862846834,1506590005,212.7903770467853,139.0991665033552,Box,ce899ae52e484857988430f3ec2e7bb1,ad24ebb9f9e747518f93625e0efd6bc6
c885deaa904b4a8fb575b9b60a242543,971973169,1537295358,1302803218,103.95584265919399,68.39115179230583,EA.,ce899ae52e484857988430f3ec2e7bb1,ad24ebb9f9e747518f93625e0efd6bc6
b32de6bfd0ca42669d26bcb4e134f637,682526335,392341661,715965366,321.4324983068998,106.96666447598824,EA.,9145fc7ea86848d3b7d4cd84318c1b39,ad24ebb9f9e747518f93625e0efd6bc6
70328af4ebe94289a3683a3fb053b628,266334787,241848295,741749582,499.87286411337374,67.9962348751373,EA.,2e299bfe71894efe96adc6a5a312743b,ad24ebb9f9e747518f93625e0efd6bc6
faaa3b82949c43ef9791ac60867f7735,142962129,1483361540,35678921,449.21574932847403,235.90926261555126,Box,6e9ce185e36d442782f0058aeb9ee010,ad24ebb9f9e747518f93625e0efd6bc6
3cc67f5dad1a45cbb5d4b0fdf319488e,1380818508,582341582,1062693634,80.857648096004,49.04659673988199,Kit,511c24e93fb840438e928f9f7fbe9cea,af64737a940447f6a064151bcf5550c0
5d5aa419f3b746f099a98f4b69ee2d8a,1219444921,1043258753,791062872,138.8126867696651,72.92404714116866,Box,6e752675c611462cb236da7f020fd8dc,af64737a940447f6a064151bcf5550c0
469ecb209ae44de9b937315283249de8,1377180885,837738760,923071891,464.408564032191,279.7314783168488,Kit,b079b6b431424e8a8f9fc08096373c85,af64737a940447f6a064151bcf5550c0
998c9b2a8f134d6fac760a66be344fcb,1406760540,296675466,627388811,219.69555890140157,68.530145169279,Case,eb6cacf34d1f423c8730c77c4c6c845d,af64737a940447f6a064151bcf5550c0
240847d9084b419caf7518225894734b,1413595416,98672582,604753329,30.149095274408342,26.8521074368383,Kit,18279a5eead645bf9dc8468f890d2eb7,af64737a940447f6a064151bcf5550c0
e1f8916fc6aa432f92e6b5b480b63c4f,1348304907,244439959,1024961525,19.798304236604107,11.970742575721701,Kit,b835aa709be94b848b55cac4a9a9dd51,af64737a940447f6a064151bcf5550c0
4eb0b88694a348d4a76938261c17ed5f,750102766,911533127,472269290,80.08257201765537,11.570894444297451,Box,8163d17a4609452392fdbc3a75596621,af64737a940447f6a064151bcf5550c0
ee136f68de09434e97cceff4c9d121c1,814753615,1405245759,606409259,220.22977980414532,106.75114181899093,EA.,7e32ae2f278541728bfa2308d6bc5644,af64737a940447f6a064151bcf5550c0
