id,offering_keys,type,tiers,supplier_key,product_key
1dff4b14cd9444838f89176f394b6979,"[""db6c07d8682349dfa45b872cc0e411fb"",""3539ee8562a24740b6aeec3fe8aa42ac"",""d5101fd75e2642e784d871b644cd1a61"",""d687779dbf154a6bbcda1b2af7185656"",""670c35e8ecba459b90b830b860f974af"",""84f9a035d8244bdfbcb5f946c90aaed7"",""44a8075be1c74678bed1db5aaa678bba""]",SUPPLIER_DISCOUNT,"[{""DiscountPercentage"":0.5096914820717968,""UOM"":""EA."",""MinQty"":1,""MaxQty"":587},{""DiscountPercentage"":0.4474037010707999,""UOM"":""Case"",""MinQty"":1,""MaxQty"":418},{""DiscountPercentage"":0.16934905234688466,""UOM"":""EA."",""MinQty"":1,""MaxQty"":6536},{""DiscountPercentage"":0.5333478033992809,""UOM"":""EA."",""MinQty"":1,""MaxQty"":5142},{""DiscountPercentage"":0.38019048547640794,""UOM"":""Box"",""MinQty"":1,""MaxQty"":1055},{""DiscountPercentage"":0.7245876828996692,""UOM"":""Case"",""MinQty"":1,""MaxQty"":6823},{""DiscountPercentage"":0.35764617785493846,""UOM"":""Case"",""MinQty"":1,""MaxQty"":3528}]",e3d118b9c1ac4ff7a957916a2333464d,
da370025124e4ad19a7a89098ab0424a,"[""16de860332ec419f996751c283ef7e07"",""cab5981868a040bea4a7cd42ab12f73a"",""80b893b477bf4c73a3ef1ff1bf6c2157"",""dbd3877198784b71814364832f3f551f"",""e65da757f09340c19c823ea334c1de62"",""f6b407a6158c45b889ee165999ad5d5b"",""a215415d40e24e91ae62d54a9991a915"",""a6ad3b289ba44e4980868a1b32637882"",""87fff2673adc4732bfec4f62e0202499"",""c8dfd6bc058f498ca6b9a99f56943ad2"",""34ec4e591bec4ab98a9ba70034ecb12c""]",SUPPLIER_DISCOUNT,"[{""DiscountPercentage"":0.41520583271824646,""UOM"":""Box"",""MinQty"":1,""MaxQty"":5465},{""DiscountPercentage"":0.8129270867100025,""UOM"":""Box"",""MinQty"":1,""MaxQty"":2677},{""DiscountPercentage"":0.04433406665820763,""UOM"":""EA."",""MinQty"":1,""MaxQty"":9563},{""DiscountPercentage"":0.702476750164889,""UOM"":""EA."",""MinQty"":1,""MaxQty"":4375},{""DiscountPercentage"":0.18185087387759716,""UOM"":""Box"",""MinQty"":1,""MaxQty"":1186},{""DiscountPercentage"":0.457707306219144,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":9759},{""DiscountPercentage"":0.019007928230123813,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":282},{""DiscountPercentage"":0.649522746479228,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":6837},{""DiscountPercentage"":0.12701755624968178,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":9833},{""DiscountPercentage"":0.35643184222477914,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":1110},{""DiscountPercentage"":0.8825553206765263,""UOM"":""Box"",""MinQty"":1,""MaxQty"":4780}]",e197b2e9d8694f66a21c7ef0483efc56,
4f88be20a7c047fd832842a4e035ba5c,"[""5e7698e9a0544a2bb782a160f91f1687""]",BULK_DISCOUNT,"[{""DiscountPercentage"":0,""UOM"":""EA."",""MinQty"":50,""MaxQty"":50},{""DiscountPercentage"":4.2485210382109155,""UOM"":""EA."",""MinQty"":51,""MaxQty"":100},{""DiscountPercentage"":8.497042076421831,""UOM"":""EA."",""MinQty"":52,""MaxQty"":150},{""DiscountPercentage"":12.745563114632745,""UOM"":""EA."",""MinQty"":53,""MaxQty"":200}]",,6f9f27076bf641a6b20efab41441c503
e5993a75bde7414a80633466610e57cb,"[""0423cba1f1f443b0a0384b9ecf2542ff""]",BULK_DISCOUNT,"[{""DiscountPercentage"":0,""UOM"":""Box"",""MinQty"":50,""MaxQty"":50},{""DiscountPercentage"":1.633112556627339,""UOM"":""Box"",""MinQty"":51,""MaxQty"":100},{""DiscountPercentage"":3.266225113254678,""UOM"":""Box"",""MinQty"":52,""MaxQty"":150},{""DiscountPercentage"":4.8993376698820175,""UOM"":""Box"",""MinQty"":53,""MaxQty"":200}]",,19ec40e5453a401db5cb76616cec3e15
82ca55af1cb94aee8573c97054dc451e,"[""f4a60b40276a455e9d771bcbdd9f8c07""]",PRODUCT_DISCOUNT,"[{""DiscountPercentage"":0.25389867643648056,""UOM"":""Box"",""MinQty"":1,""MaxQty"":9311}]",,92a896a59649416c8a85262df5d3fa9e
af354f9ac0974ac58ce6d06a181717e0,"[""d46d51cb36f740a688d107bfdd93d64f"",""83f3be1db42b4b178a1e5a67a09c55b7"",""d2ec216fbd9646499c11ad017f742792"",""479897a9ac6341689c6e993efe0e11d7"",""973e5765d6e0488ba1b29a298bd24ab9"",""69036d9a684540a2b0c617b693878531"",""4f958ac6ed1d408d9250cc1c68963677"",""929de656af654ae686930ae4b27da85e"",""8b9e845fabb94b6aa55de3ad922c1c11"",""be9bd231fa2442df8b9e9bf0c0d90c2d"",""5d89be540f52476d895a5737b0e46da8"",""f9dda06e26a047808d6828544b085039"",""e5b78a7e8323484688895989bfc60cbe"",""4c230c0e21e848d2b7a112ae2b2556c4"",""676dceab8f1e422c85ad884be0732a39"",""34c18756fe62424595993701aa7e0923"",""96eca306d61e4fd7a1bf69e86dcc2d2f""]",SUPPLIER_DISCOUNT,"[{""DiscountPercentage"":0.64229491923979,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":2817},{""DiscountPercentage"":0.7114742250098266,""UOM"":""Box"",""MinQty"":1,""MaxQty"":313},{""DiscountPercentage"":0.9163269532116609,""UOM"":""EA."",""MinQty"":1,""MaxQty"":8528},{""DiscountPercentage"":0.7633614277003514,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":466},{""DiscountPercentage"":0.3877847889649072,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":2671},{""DiscountPercentage"":0.8056373519828203,""UOM"":""Case"",""MinQty"":1,""MaxQty"":1941},{""DiscountPercentage"":0.6635487980192658,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":4355},{""DiscountPercentage"":0.7409384761457315,""UOM"":""Box"",""MinQty"":1,""MaxQty"":1186},{""DiscountPercentage"":0.44587366435170267,""UOM"":""EA."",""MinQty"":1,""MaxQty"":7999},{""DiscountPercentage"":0.3713616756984351,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":3537},{""DiscountPercentage"":0.5129600370045013,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":984},{""DiscountPercentage"":0.9990598674585311,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":4292},{""DiscountPercentage"":0.5143678510350904,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":317},{""DiscountPercentage"":0.6653625183529907,""UOM"":""EA."",""MinQty"":1,""MaxQty"":2107},{""DiscountPercentage"":0.7125517437255405,""UOM"":""Case"",""MinQty"":1,""MaxQty"":2037},{""DiscountPercentage"":0.7555370181308619,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":6835},{""DiscountPercentage"":0.21337191326413057,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":6145}]",9bc872a1df5b48b0a2b3a14b66bd9723,
930e66f1701842b7b6d10aaceff5f978,"[""efe750e529f54dc4abf2b7d3923aecb2"",""d743ceb0b71f46c69cb83dcffd5b371a"",""e00e8d51a91a4c0e8687420628c0e467"",""8a2862fbf2ac40aa8987b54c5f6cc861"",""d8930bcb0f524969a35f753cf511a001""]",SUPPLIER_DISCOUNT,"[{""DiscountPercentage"":0.15060651781215686,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":3818},{""DiscountPercentage"":0.5910421365018278,""UOM"":""Case"",""MinQty"":1,""MaxQty"":4701},{""DiscountPercentage"":0.29444767747339945,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":5419},{""DiscountPercentage"":0.5659206157348513,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":6881},{""DiscountPercentage"":0.31829588153414634,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":4367}]",1920a676bfd7417a8fda0dd4ce7868c5,
7245a7284dc34a41b933ec6b0d7b408c,"[""76f6df0c1ca0428c903136162478705e""]",PRODUCT_DISCOUNT,"[{""DiscountPercentage"":0.36495004738546344,""UOM"":""Case"",""MinQty"":1,""MaxQty"":8661}]",,2150167cfe4f473fbd18ff0a7e87102a
2583d6a04c2341b4b681003282cefc1c,"[""6bb46fb91d8c4778ae4591f4e05cb435"",""8775094cf48844fdb897dcb5cc8279ff"",""1a8f8f7bacb0412a92a5b1c3928c824a"",""38eb6821deeb4c99ac28df43535194ac"",""27edb641f3e44c6191527e9b9e036a20"",""497f56b12e0d47948634fa0ee7006e5f"",""6ac40e36102d4eeea9b3cae98541a7c4"",""739037a01b184e1ca23e88ed9c0b623a"",""be5c63291dda4996beab02aa84522141"",""a224aeabaa554968a832272edf6ff660"",""578a3d8aa3f24f5997a13164009f8ada"",""7e248a35b976483eb1b609ce86e39547"",""495f766d4fcb49739c762c43576e9a92"",""cdb77e1bc4cf4509ab3fdacbbe080080"",""1600d4b0fda94ce897308da5986f7d68"",""9b40cdc8dc6944fca560277f7ee2b1eb"",""fa891439d6fc4692a28814de5928ca73"",""c504ba3955da4c2ba558e521182cf282"",""cc16751926a944bf820820080d185563"",""e869c02ad74b4151a9c7cd59c0603c60""]",SUPPLIER_DISCOUNT,"[{""DiscountPercentage"":0.5123054097856694,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":81},{""DiscountPercentage"":0.17221074482713533,""UOM"":""EA."",""MinQty"":1,""MaxQty"":2175},{""DiscountPercentage"":0.16865832375823386,""UOM"":""EA."",""MinQty"":1,""MaxQty"":9125},{""DiscountPercentage"":0.3784071457574628,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":4075},{""DiscountPercentage"":0.2950708828096285,""UOM"":""Case"",""MinQty"":1,""MaxQty"":3824},{""DiscountPercentage"":0.9538847335984973,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":8510},{""DiscountPercentage"":0.6810093835645432,""UOM"":""EA."",""MinQty"":1,""MaxQty"":3695},{""DiscountPercentage"":0.9397873664707423,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":2696},{""DiscountPercentage"":0.14906368689865998,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":3359},{""DiscountPercentage"":0.5439275484816719,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":3571},{""DiscountPercentage"":0.16657847205560228,""UOM"":""Box"",""MinQty"":1,""MaxQty"":2919},{""DiscountPercentage"":0.5725857042324255,""UOM"":""EA."",""MinQty"":1,""MaxQty"":8816},{""DiscountPercentage"":0.8448397614115055,""UOM"":""EA."",""MinQty"":1,""MaxQty"":9547},{""DiscountPercentage"":0.6962532939064797,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":3498},{""DiscountPercentage"":0.10985081690106271,""UOM"":""Box"",""MinQty"":1,""MaxQty"":2515},{""DiscountPercentage"":0.35141262159548725,""UOM"":""Box"",""MinQty"":1,""MaxQty"":7456},{""DiscountPercentage"":0.7440966929016818,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":3222},{""DiscountPercentage"":0.29601527101607833,""UOM"":""Case"",""MinQty"":1,""MaxQty"":1139},{""DiscountPercentage"":0.841838269998617,""UOM"":""Box"",""MinQty"":1,""MaxQty"":9999},{""DiscountPercentage"":0.8034101105517056,""UOM"":""EA."",""MinQty"":1,""MaxQty"":7711}]",8e7c1258925a4feebf2bbbeb7a64fa7e,
45cd214f16884354a873e19896e247db,"[""c70df8f8c98944b5a76e8feaa91a0fdf"",""10d61e6242a94fde9994d1c8b243dde4"",""d0603c32a7494c76a635e8d27da0e9bb"",""c3571c485084498689a673965db809ae"",""058f21d759604e1cb77ce024ca20e911"",""5231114f3b084e1b9fe9bccd048b8fc5"",""8c429547275647a1b8b6e1e5aeaaff30"",""33630721e01a43deb78637567c9d63de"",""6135b68eac7148c0a74150b91873e977"",""86026e030e3847e391f918e7f483bac8""]",SUPPLIER_DISCOUNT,"[{""DiscountPercentage"":0.08399965774724771,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":8906},{""DiscountPercentage"":0.35139943624609155,""UOM"":""Box"",""MinQty"":1,""MaxQty"":7242},{""DiscountPercentage"":0.8790958033995866,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":3716},{""DiscountPercentage"":0.02455327251369239,""UOM"":""Box"",""MinQty"":1,""MaxQty"":3631},{""DiscountPercentage"":0.32740638592566174,""UOM"":""Box"",""MinQty"":1,""MaxQty"":1871},{""DiscountPercentage"":0.6411021593358485,""UOM"":""Case"",""MinQty"":1,""MaxQty"":2817},{""DiscountPercentage"":0.45203366407598744,""UOM"":""Case"",""MinQty"":1,""MaxQty"":6603},{""DiscountPercentage"":0.8470020206740226,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":9549},{""DiscountPercentage"":0.43130291827666045,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":753},{""DiscountPercentage"":0.15948011829720474,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":7437}]",382980641e244c7384863c6dfa7db0eb,
363cd5334f29408f99b6294d48c62102,"[""7f1eab1f599f44288e5b9bce212137e8"",""ee2654039eba49e7ab5e2e4003ad4e82"",""8a8b91e474b948028606820968f05d95"",""3d4d0679405a46fc9e4d4331c942aae7"",""e1cbbefc2d6a423b9b4b1c18cd0f8e0a"",""84b57c6aa6e9441daedc09a2496c3f62"",""00235dddff6941888cd0e75175baab20"",""dea0dba7e5554732a8c90685a4acdb15"",""3efe6f249ef34431bf53f0070cf84998"",""773b991d891f409c9189b93ccd387796"",""155f301bf0de41d7b10cd9d4180630b6"",""0623d204cc774ce594dbba29d4f34748"",""81dd679d52704eb68548b8687c702384"",""732d432393aa4d94af995b6d8803a09e"",""a4fa3ec2c9f14013b7498bb035813111"",""0f9468e5195245beb7a36251f4def81c""]",SUPPLIER_DISCOUNT,"[{""DiscountPercentage"":0.7857087310359863,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":3033},{""DiscountPercentage"":0.36208181654226873,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":9614},{""DiscountPercentage"":0.20138759615414725,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":9629},{""DiscountPercentage"":0.2653974867677451,""UOM"":""Box"",""MinQty"":1,""MaxQty"":6758},{""DiscountPercentage"":0.35443764511895814,""UOM"":""EA."",""MinQty"":1,""MaxQty"":24},{""DiscountPercentage"":0.17214795966169602,""UOM"":""EA."",""MinQty"":1,""MaxQty"":9708},{""DiscountPercentage"":0.891130958190288,""UOM"":""Box"",""MinQty"":1,""MaxQty"":9935},{""DiscountPercentage"":0.8457118216683989,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":7087},{""DiscountPercentage"":0.2814345981205816,""UOM"":""Case"",""MinQty"":1,""MaxQty"":3758},{""DiscountPercentage"":0.442790914007998,""UOM"":""Case"",""MinQty"":1,""MaxQty"":4116},{""DiscountPercentage"":0.2032682914949642,""UOM"":""Kit"",""MinQty"":1,""MaxQty"":6537},{""DiscountPercentage"":0.2435218379388484,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":1366},{""DiscountPercentage"":0.006965022674476901,""UOM"":""Pallet"",""MinQty"":1,""MaxQty"":501},{""DiscountPercentage"":0.0027291040715036632,""UOM"":""Case"",""MinQty"":1,""MaxQty"":6952},{""DiscountPercentage"":0.6177102200844417,""UOM"":""Case"",""MinQty"":1,""MaxQty"":9820},{""DiscountPercentage"":0.0426063489068027,""UOM"":""EA."",""MinQty"":1,""MaxQty"":1797}]",5ff960f81e034348a7f316204607f88d,
86d1c6691ace4c39ab97f70aaa43cbfa,"[""cc0ac152e4ec46abadd47611022a5a24""]",BULK_DISCOUNT,"[{""DiscountPercentage"":0,""UOM"":""Kit"",""MinQty"":50,""MaxQty"":50},{""DiscountPercentage"":0.536939439635959,""UOM"":""Kit"",""MinQty"":51,""MaxQty"":100},{""DiscountPercentage"":1.073878879271918,""UOM"":""Kit"",""MinQty"":52,""MaxQty"":150},{""DiscountPercentage"":1.6108183189078769,""UOM"":""Kit"",""MinQty"":53,""MaxQty"":200}]",,42a3b42030fc4ed3acdcff3ab3cd2f07
12a4fb8c13c648788d8c98df6d5fe850,"[""952df80e436a420b9bc20135afb72402""]",PRODUCT_DISCOUNT,"[{""DiscountPercentage"":0.4824161839098761,""UOM"":""EA."",""MinQty"":1,""MaxQty"":4417}]",,29ffa663cc4c40e6b8ece3269a846533
e8d769357c164c6fa37918de1a60b155,"[""9a45259e58384e628a823e52d2c85427""]",BULK_DISCOUNT,"[{""DiscountPercentage"":0,""UOM"":""Case"",""MinQty"":50,""MaxQty"":50},{""DiscountPercentage"":5.967466772377044,""UOM"":""Case"",""MinQty"":51,""MaxQty"":100},{""DiscountPercentage"":11.934933544754088,""UOM"":""Case"",""MinQty"":52,""MaxQty"":150},{""DiscountPercentage"":17.902400317131132,""UOM"":""Case"",""MinQty"":53,""MaxQty"":200}]",,08c879bb4b6a4c3da315b6b7efcec992
e3dbc4e942424af2afba6d0e3aebb73d,"[""b6e71eb51dfb45bf82f01f407625aa70""]",PRODUCT_DISCOUNT,"[{""DiscountPercentage"":0.5378120834438128,""UOM"":""EA."",""MinQty"":1,""MaxQty"":6833}]",,c1efc2f1ee7940fb843a3ef734daae6b
2cd8ddeb546c41a89ecc157f60aa5a34,"[""4df4cbcd86944090b4e8b1203fbcc62c""]",BULK_DISCOUNT,"[{""DiscountPercentage"":0,""UOM"":""EA."",""MinQty"":50,""MaxQty"":50},{""DiscountPercentage"":0.43797139061534085,""UOM"":""EA."",""MinQty"":51,""MaxQty"":100},{""DiscountPercentage"":0.8759427812306817,""UOM"":""EA."",""MinQty"":52,""MaxQty"":150},{""DiscountPercentage"":1.3139141718460225,""UOM"":""EA."",""MinQty"":53,""MaxQty"":200}]",,de32fd244f6647a7b9037caadedbd04d
